run_id,city,city_slug,hotspot_rank,cell_id,centroid_latitude,centroid_longitude,p10,p50,p90,uncertainty_width,relative_uncertainty,confidence_score,confidence_band,hotspot_priority_class,planning_interpretation,verification_need
city1_v3_rf500m_e20_20260618T040646Z,Astana,astana,1771,Z3203,51.17933750978133,71.62386075593457,0.0014397664367553,0.0024144937443797,0.0026393360788794,0.001199569642124,0.4968203561994106,0.277535,low,low_value_high_uncertainty,Caution zone; avoid strong conclusions without additional evidence.,Additional evidence required; avoid definitive prioritization.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,1,Z535,50.40236223570973,80.25236326168267,783.6063559370406,1043.480391359593,1568.2821577461168,784.6758018090763,0.7519794414025261,0.360255,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,3,Z322,50.39753905575967,80.20319411375395,788.7287782618197,937.4102814297418,1359.1222907241404,570.3935124623206,0.6084779778522956,0.360255,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,4,Z507,50.41130945110234,80.24518543008101,730.0235830052412,932.2438562185516,1265.2151789781312,535.1915959728901,0.5740897002462216,0.3655055229410923,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,7,Z454,50.442691320569175,80.2306029930216,741.8226429313384,843.0944153076741,1309.864478257477,568.0418353261387,0.6737582707374958,0.360255,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,8,Z563,50.402407234208255,80.25939826841137,728.004882988422,840.8060466539089,1170.5932195349385,442.58833654651625,0.5263857679281102,0.3983071954465415,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,9,Z679,50.40707933814127,80.28747105274327,679.5169310531469,840.228269293884,1182.2660912157328,502.7491601625859,0.5983483043067442,0.360255,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,11,Z324,50.406531612788015,80.20304332189426,695.6771799076113,823.0950372212252,1161.451089304769,465.77390939715775,0.5658810809619431,0.3711498467609672,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,12,Z385,50.402130862748734,80.21718850107483,721.3816693038956,811.8017573729663,1315.3628596982564,593.9811903943609,0.7316825628913586,0.360255,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,17,Z541,50.42934015396424,80.25193851101544,580.7506163855618,744.6873399156411,1008.4422823397024,427.69166595414055,0.5743238041385125,0.3653445509030648,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,21,Z829,50.42527502831864,80.32239349207018,577.7750602835557,724.7918117564894,1045.070925794704,467.2958655111484,0.6447311599432738,0.360255,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,22,Z468,50.37079666372354,80.23879733508065,554.4621186838301,718.9384475473644,975.7720750162944,421.30995633246425,0.5860167275373153,0.360255,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,30,Z511,50.42929468680753,80.244899526436,619.2651140436703,695.0751124929229,1006.7695731532896,387.5044591096192,0.557500120698919,0.3769126738586514,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,33,Z467,50.36630032103196,80.23886926662101,565.9349143392319,690.4469541090189,1009.1941227446003,443.2592084053685,0.6419887954714326,0.360255,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,37,Z453,50.4381950423444,80.2306758845434,556.6347854740609,681.0000037849114,923.52577312024,366.8909876461792,0.5387532828297293,0.3898031758868132,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,47,Z624,50.42947400078393,80.27305557215288,572.598830859058,665.2264516931558,921.4021232797596,348.8032924207016,0.5243376770916374,0.3997154819674807,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,51,Z566,50.41589623082058,80.25918797122482,641.3866263143419,662.7568153101803,694.1600748310667,52.77344851672481,0.0796271683634457,0.7055026101597527,high,high_value_high_confidence,Strong planning-screening candidate.,Optional local verification before operational use.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,52,Z554,50.36194005183687,80.2600281989832,539.845181759781,662.3076144578425,930.7975964138986,390.95241465411766,0.5902882680492008,0.360255,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,55,Z366,50.45603848826877,80.20925546952392,517.7634196186012,660.0553269558964,880.14406533139,362.3806457127888,0.5490155611409866,0.3827467368058397,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,64,Z443,50.39323206372844,80.23140378144282,632.6819753469997,652.7640838581652,665.7242297178595,33.04225437085981,0.0506189834703579,0.7254489109069414,high,high_value_high_confidence,Strong planning-screening candidate.,Optional local verification before operational use.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,77,Z506,50.4068131332567,80.24525686058197,625.5036489221184,641.77396929169,680.2451104047647,54.741461482646194,0.0852971047471167,0.7016039085780112,high,high_value_high_confidence,Strong planning-screening candidate.,Optional local verification before operational use.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,80,Z536,50.4068585643349,80.25229251488201,618.2118325942705,640.031333965586,664.8298010161,46.6179684218294,0.0728370096085577,0.7101715871793534,high,high_value_high_confidence,Strong planning-screening candidate.,Optional local verification before operational use.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,88,Z466,50.36180397477036,80.23894117989482,474.8616815685708,630.9635498816785,860.9910089315175,386.1293273629468,0.611967723706632,0.360255,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,101,Z573,50.44737043147703,80.25869665361635,556.7825817204882,621.1109024518282,935.5274495712638,378.7448678507756,0.6097862174946287,0.360255,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,162,Z145,50.42421965989614,80.16051267756028,558.0166224336973,576.9586274823203,599.8374168500876,41.82079441639028,0.0724849103979674,0.7104136939079598,high,medium_value_high_confidence,Stable secondary candidate.,Use as a secondary screening signal; verify if operationally important.
city1_v3_rf500m_e20_20260618T040646Z,Semey,semey,172,Z572,50.44287412779155,80.25876689540002,548.3589358946089,573.00811675242,590.7797116959857,42.42077580137681,0.0740317188555735,0.7093500938651646,high,medium_value_high_confidence,Stable secondary candidate.,Use as a secondary screening signal; verify if operationally important.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,1,Z2676,42.31815615733506,69.58987905313943,1279.585592821769,1522.7291589501197,1750.7522869576717,471.1666941359025,0.3094225203257807,0.3202157856620322,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,5,Z2463,42.34976827015514,69.57196247215776,1087.6704760234447,1292.2364020897803,1416.43857049144,328.76809446799524,0.2544179176010811,0.3839689668263571,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,6,Z3181,42.35845494341442,69.63275649686283,1121.8684345234203,1290.5519031186195,1494.7622096646237,372.8937751412032,0.288941323661687,0.3439545525416592,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,7,Z2602,42.31818720850323,69.58381168930903,1178.3877391969138,1272.6596718041496,1549.1308422383238,370.7431030414099,0.2913136255161103,0.3412049319206634,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,8,Z3376,42.33583913247743,69.6507377555451,1097.242763663094,1265.364291118006,1468.701478974068,371.4587153109738,0.293558715002755,0.3386027570174365,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,10,Z2528,42.31371508306075,69.57770312952917,1152.5604847153238,1249.18816881904,1500.852870587486,348.2923858721624,0.2788149892593297,0.3556914981735585,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,11,Z2610,42.35420988582207,69.58414498368118,1146.036611684386,1247.4912968888254,1475.619599887351,329.58298820296454,0.264196623274989,0.3726349408812643,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,14,Z2683,42.34967597842408,69.59017368239194,1067.7747004553937,1234.6957309117763,1375.049901323937,307.27520086854355,0.2488671444920542,0.3904026001241565,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,15,Z2899,42.3270667290565,69.60816781377306,1119.6886274783114,1232.5982984383231,1420.664417179111,300.9757897007998,0.2441799490410866,0.3958353022242655,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,16,Z2599,42.30467864540484,69.5836868611969,1144.7270658279658,1232.378179741606,1443.6431782735865,298.9161124456204,0.2425522598171078,0.3977218782712723,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,20,Z3241,42.33140458580903,69.63855420453963,1103.507300109148,1217.578280255168,1498.6276540455062,395.1203539363583,0.3245133067366748,0.3027247832311786,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,21,Z2462,42.34526543484914,69.5719216528513,1091.222766558137,1214.8790343669132,1438.826339567391,347.603573009254,0.2861219620852162,0.3472223385168093,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,24,Z2824,42.322595924423446,69.60205667794534,1127.786865545259,1211.696641649432,1451.171197926392,323.38433238113294,0.2668855563888692,0.36951832824421,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,29,Z3311,42.34487897531367,69.6447607644018,1088.8395387243424,1203.1717973726795,1397.956054095725,309.1165153713826,0.2569180195599568,0.3810712192703709,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,34,Z2903,42.34507798855286,69.60834138753945,1064.357278442186,1194.8880829025784,1440.9730569249632,376.6157784827772,0.3151891661417493,0.3135319447250109,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,38,Z2991,42.408084508300014,69.61502614398887,1021.4838330933648,1191.0645142512174,1352.9075363086552,331.42370321529035,0.2782583976348631,0.3563366166711279,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,41,Z2686,42.36318441943194,69.59030009669118,1059.8856199946326,1187.6146184554752,1377.7554655453887,317.8698455507559,0.2676540357545903,0.3686276208888805,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,42,Z2672,42.30014475217912,69.58971090541085,1069.1335939422795,1186.3578524236686,1387.404879613725,318.27128567144524,0.2682759548657542,0.3679067844533911,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,43,Z3180,42.35395216528308,69.63271132529933,1084.1731150570797,1186.2886752058512,1439.5371353820924,355.36402032501286,0.2995594813912796,0.33164755822058,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,46,Z2526,42.30470936111114,69.57762078496178,1107.9550495195062,1184.6827711344529,1413.4014821002686,305.44643258076223,0.2578297245669122,0.3800145059846163,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,47,Z2826,42.33160157855506,69.60214255967836,1044.354557697038,1180.8003405888198,1359.8078716311516,315.4533139341136,0.2671521197028187,0.3692093675681182,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,49,Z2831,42.35411565115935,69.60235743612694,1073.1822906491611,1176.6045740808695,1377.5469116110044,304.36462096184323,0.2586804672246021,0.3790284512165929,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,52,Z3193,42.41248800109503,69.63329936328716,968.8163406286528,1173.8870527315778,1305.1837909695637,336.36745034091075,0.2865415795822947,0.3467359801215881,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,58,Z2454,42.30924262349181,69.57159543459944,1053.604520985663,1167.4366531780051,1355.1444661764597,301.53994519079674,0.2582923402053056,0.3794783105183648,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
city1_v3_rf500m_e20_20260618T040646Z,Shymkent,shymkent,60,Z3115,42.3584882886213,69.62668530597101,1051.235484689386,1165.2230151668427,1350.5299926304997,299.2945079411134,0.2568559872620254,0.3811431179139782,low,high_value_low_confidence,Potentially important but requires local verification.,Local verification recommended before strong interpretation.
